point50705 ( 41551 , 166649 ) 
point84484 ( 782994 , 262056 ) 
point14584 ( 915936 , 781098 ) 
point53747 ( 333376 , 871846 ) 
point32083 ( 253696 , 196971 ) 
point13492 ( 949372 , 571265 ) 
point79744 ( 792820 , 280468 ) 
point41810 ( 326088 , 592106 ) 
point68099 ( 760148 , 277011 ) 
point34570 ( 620734 , 66138 ) 
point5547 ( 15533 , 207559 ) 
point38507 ( 297724 , 44750 ) 
point51555 ( 319994 , 376390 ) 
point98781 ( 787908 , 261269 ) 
point27814 ( 86113 , 49164 ) 
point13344 ( 9797 , 351853 ) 
point86098 ( 779321 , 251336 ) 
point46624 ( 726805 , 285165 ) 
point72314 ( 774293 , 278035 ) 
point6405 ( 259481 , 368199 ) 
point88728 ( 762094 , 256595 ) 
point48546 ( 515891 , 501859 ) 
point9703 ( 272187 , 304544 ) 
point81014 ( 766056 , 255070 ) 
point83963 ( 788445 , 288335 ) 
point74326 ( 793447 , 276678 ) 
point22195 ( 938213 , 997378 ) 
point24343 ( 573144 , 159165 ) 
point56853 ( 58603 , 16478 ) 
point18873 ( 91302 , 86742 ) 
point8994 ( 434050 , 872485 ) 
point50764 ( 364932 , 578990 ) 
point47801 ( 408161 , 476093 ) 
point66534 ( 763183 , 265140 ) 
point31814 ( 338945 , 42659 ) 
point70029 ( 789651 , 284801 ) 
point18642 ( 508195 , 958707 ) 
point65689 ( 759296 , 264676 ) 
point42709 ( 472920 , 384303 ) 
point78484 ( 759872 , 281048 ) 
point81641 ( 797011 , 254159 ) 
point7694 ( 948412 , 565702 ) 
point47682 ( 673264 , 168473 ) 
point50795 ( 110139 , 709698 ) 
point46413 ( 16519 , 586031 ) 
point23327 ( 218013 , 969742 ) 
point87039 ( 798314 , 264186 ) 
point87065 ( 798346 , 292868 ) 
point62824 ( 778883 , 291240 ) 
point72692 ( 754770 , 274258 ) 
point44256 ( 407158 , 301192 ) 
point56001 ( 165013 , 37395 ) 
point28490 ( 555090 , 455697 ) 
point69880 ( 767756 , 270506 ) 
point37486 ( 895709 , 523540 ) 
point95617 ( 782042 , 262107 ) 
point47329 ( 697773 , 111527 ) 
point94204 ( 774155 , 270177 ) 
point30103 ( 688101 , 263543 ) 
point41801 ( 150919 , 511856 ) 
point99227 ( 771232 , 295930 ) 
point78974 ( 785391 , 294856 ) 
point97529 ( 760336 , 264416 ) 
point70036 ( 797624 , 269222 ) 
point28291 ( 212278 , 723411 ) 
point26919 ( 830903 , 80461 ) 
point93935 ( 791899 , 257706 ) 
point59300 ( 207083 , 998435 ) 
point42394 ( 876761 , 117614 ) 
point4677 ( 321315 , 338853 ) 
point88288 ( 752646 , 256443 ) 
point53629 ( 620734 , 522705 ) 
point17431 ( 657413 , 129623 ) 
point46239 ( 507982 , 26577 ) 
point97327 ( 764699 , 277529 ) 
point15172 ( 622787 , 118921 ) 
point147 ( 645579 , 123290 ) 
point4111 ( 644959 , 486699 ) 
point88162 ( 777482 , 290493 ) 
point49664 ( 931220 , 744387 ) 
point71873 ( 766565 , 273253 ) 
point59844 ( 69079 , 297208 ) 
point12970 ( 156971 , 617867 ) 
point71471 ( 774670 , 273590 ) 
point50045 ( 952429 , 124989 ) 
point84474 ( 759451 , 267969 ) 
point43825 ( 498087 , 245106 ) 
point1654 ( 534944 , 25218 ) 
point35142 ( 640728 , 338576 ) 
point65238 ( 764388 , 289580 ) 
point1238 ( 891613 , 803218 ) 
point60557 ( 792577 , 280573 ) 
point6581 ( 317969 , 693769 ) 
point69465 ( 776278 , 259333 ) 
point77986 ( 795088 , 254866 ) 
point72117 ( 770196 , 273802 ) 
point1454 ( 647407 , 336974 ) 
point50848 ( 686609 , 475321 ) 
point1277 ( 589935 , 57028 ) 
point1067 ( 997878 , 782923 ) 
point85833 ( 798005 , 299716 ) 
point44024 ( 148072 , 516635 ) 
point21431 ( 660975 , 741941 ) 
point44449 ( 251960 , 609209 ) 
point2268 ( 171594 , 906285 ) 
point83431 ( 783394 , 260180 ) 
point30059 ( 405782 , 655489 ) 
point52820 ( 858985 , 904996 ) 
point52763 ( 62681 , 502953 ) 
point67476 ( 779140 , 252163 ) 
point86176 ( 750750 , 288872 ) 
point91161 ( 792160 , 281951 ) 
point59333 ( 154266 , 29660 ) 
point76651 ( 778186 , 289634 ) 
point23919 ( 378139 , 669404 ) 
point74787 ( 751028 , 256541 ) 
point87078 ( 789343 , 260135 ) 
point65507 ( 775912 , 270500 ) 
point41814 ( 595441 , 833770 ) 
point26454 ( 394888 , 972099 ) 
point23554 ( 423134 , 187534 ) 
point59953 ( 840908 , 474958 ) 
point76788 ( 778749 , 257928 ) 
point92673 ( 768012 , 297178 ) 
point749 ( 634828 , 210886 ) 
point39836 ( 304392 , 657540 ) 
point24541 ( 267632 , 101289 ) 
point8183 ( 529566 , 380182 ) 
point69749 ( 784789 , 279559 ) 
point3198 ( 580901 , 636126 ) 
point3336 ( 888632 , 914769 ) 
point37230 ( 226308 , 982803 ) 
point72943 ( 755292 , 253325 ) 
point11925 ( 172071 , 406516 ) 
point31124 ( 158661 , 879018 ) 
point24057 ( 74871 , 413995 ) 
point73349 ( 780116 , 271749 ) 
point50776 ( 4669 , 907387 ) 
point11478 ( 726618 , 812774 ) 
point76814 ( 794007 , 267639 ) 
point5199 ( 594261 , 339483 ) 
point10343 ( 822842 , 540382 ) 
point54002 ( 871524 , 523394 ) 
point58183 ( 718841 , 394393 ) 
point18382 ( 105037 , 852703 ) 
point39742 ( 964173 , 585222 ) 
point1044 ( 231034 , 633182 ) 
point89835 ( 796871 , 295746 ) 
point43859 ( 335780 , 442301 ) 
point79034 ( 763105 , 292878 ) 
point63002 ( 799336 , 276236 ) 
point53505 ( 958389 , 999715 ) 
point23932 ( 822138 , 989653 ) 
point96884 ( 768402 , 294134 ) 
point50032 ( 636299 , 633499 ) 
point85711 ( 770839 , 271666 ) 
point99393 ( 765996 , 256146 ) 
point66862 ( 786475 , 278294 ) 
point31541 ( 84375 , 611538 ) 
point80163 ( 797111 , 264756 ) 
point99266 ( 798084 , 296475 ) 
point23672 ( 124579 , 162900 ) 
point78338 ( 764917 , 280923 ) 
point57831 ( 467241 , 512537 ) 
point1692 ( 584507 , 954203 ) 
point26017 ( 121353 , 689466 ) 
point93816 ( 767338 , 259156 ) 
point51993 ( 436834 , 108944 ) 
point54439 ( 21233 , 359159 ) 
point99606 ( 780116 , 266021 ) 
point23346 ( 953067 , 345280 ) 
point11136 ( 916058 , 501722 ) 
point29666 ( 565080 , 484202 ) 
point72980 ( 772264 , 260356 ) 
point99717 ( 750726 , 260230 ) 
point31663 ( 630494 , 97669 ) 
point22461 ( 641499 , 658596 ) 
point63237 ( 791910 , 267597 ) 
point61899 ( 794174 , 258764 ) 
point46117 ( 35152 , 967038 ) 
point34889 ( 820680 , 435073 ) 
point86615 ( 751736 , 250393 ) 
point50912 ( 940154 , 604836 ) 
point12525 ( 637258 , 146758 ) 
point64976 ( 773564 , 257312 ) 
point26298 ( 977400 , 845909 ) 
point13326 ( 931456 , 962209 ) 
point12350 ( 631681 , 481541 ) 
point19465 ( 515256 , 448425 ) 
point32785 ( 729312 , 295193 ) 
point94706 ( 750774 , 286436 ) 
point37096 ( 86679 , 42046 ) 
point57163 ( 887725 , 72846 ) 
point36616 ( 299889 , 62749 ) 
point85397 ( 757073 , 290846 ) 
point25131 ( 926847 , 390778 ) 
point38126 ( 714425 , 460902 ) 
point55567 ( 706409 , 641092 ) 
point75950 ( 760185 , 266746 ) 
point78083 ( 752553 , 260012 ) 
point62513 ( 751723 , 294417 ) 
point58911 ( 900292 , 392107 ) 
point15774 ( 163094 , 408741 ) 
point35220 ( 948224 , 459116 ) 
point27272 ( 493789 , 973736 ) 
point16981 ( 309027 , 886902 ) 
point18136 ( 767340 , 716049 ) 
point62491 ( 772035 , 257800 ) 
point52025 ( 446310 , 167618 ) 
point43462 ( 689500 , 682571 ) 
point38100 ( 499304 , 541349 ) 
point48045 ( 318226 , 121049 ) 
point74462 ( 763214 , 283331 ) 
point7964 ( 942363 , 548142 ) 
point69016 ( 759460 , 260910 ) 
point56122 ( 204639 , 613181 ) 
point93609 ( 765197 , 295618 ) 
point70646 ( 775860 , 250736 ) 
point98559 ( 753384 , 288318 ) 
point77216 ( 775067 , 263550 ) 
point7477 ( 23407 , 221989 ) 
point26879 ( 958142 , 237334 ) 
point6556 ( 202250 , 666849 ) 
point39611 ( 886683 , 808164 ) 
point49983 ( 654122 , 803851 ) 
point66972 ( 757378 , 271183 ) 
point33199 ( 767271 , 452647 ) 
point91838 ( 784980 , 268088 ) 
point4461 ( 736497 , 331195 ) 
point73442 ( 789630 , 293002 ) 
point85789 ( 763279 , 270896 ) 
point62181 ( 755411 , 275744 ) 
point78922 ( 776319 , 265911 ) 
point75047 ( 771943 , 298088 ) 
point7717 ( 709238 , 855295 ) 
point31909 ( 453361 , 277977 ) 
point31800 ( 530147 , 453263 ) 
point63608 ( 778260 , 264062 ) 
point20173 ( 580908 , 646311 ) 
point54504 ( 45321 , 389079 ) 
point25093 ( 616271 , 300492 ) 
point19522 ( 472373 , 599737 ) 
point67105 ( 751599 , 257823 ) 
point67315 ( 774526 , 293253 ) 
point21095 ( 79762 , 260132 ) 
point78857 ( 795491 , 251039 ) 
point6744 ( 64208 , 662033 ) 
point40444 ( 279723 , 22560 ) 
point23506 ( 455056 , 769085 ) 
point65092 ( 792570 , 261777 ) 
point63554 ( 755799 , 255766 ) 
point11266 ( 55938 , 64250 ) 
point82960 ( 776317 , 252145 ) 
point64519 ( 763892 , 283839 ) 
point44991 ( 132375 , 717325 ) 
point63712 ( 762876 , 295133 ) 
point29464 ( 424071 , 997543 ) 
point37002 ( 406002 , 758607 ) 
point23934 ( 140086 , 367595 ) 
point59828 ( 147783 , 335772 ) 
point64135 ( 793166 , 294648 ) 
point37978 ( 36814 , 985028 ) 
point22535 ( 185647 , 273503 ) 
point40597 ( 922119 , 860082 ) 
point26077 ( 422383 , 187396 ) 
point51488 ( 852457 , 823436 ) 
point29195 ( 580404 , 133690 ) 
point36170 ( 76059 , 410124 ) 
point25050 ( 880494 , 751892 ) 
point92680 ( 797962 , 250274 ) 
point39978 ( 560866 , 471395 ) 
point23969 ( 4166 , 206131 ) 
point27246 ( 96027 , 775783 ) 
point43261 ( 206719 , 391933 ) 
point3993 ( 890729 , 875415 ) 
point7662 ( 375671 , 488719 ) 
point5303 ( 613886 , 822996 ) 
point60821 ( 785265 , 282632 ) 
point46580 ( 724062 , 736198 ) 
point25558 ( 806292 , 200423 ) 
point48779 ( 315729 , 720145 ) 
point76256 ( 799442 , 250378 ) 
point49641 ( 626495 , 970041 ) 
point83014 ( 778013 , 284845 ) 
point95019 ( 750964 , 269275 ) 
point28356 ( 933817 , 360464 ) 
point35521 ( 499486 , 755240 ) 
point17171 ( 258792 , 769978 ) 
point2603 ( 999507 , 383554 ) 
point44077 ( 156939 , 89286 ) 
point294 ( 995800 , 296485 ) 
point29638 ( 177747 , 677864 ) 
point53918 ( 160703 , 258277 ) 
point55084 ( 718065 , 182979 ) 
point3406 ( 504790 , 352327 ) 
point1867 ( 356501 , 960125 ) 
point30472 ( 861606 , 129058 ) 
point94156 ( 764774 , 257542 ) 
point35360 ( 269033 , 492046 ) 
point35789 ( 168857 , 435306 ) 
point15996 ( 49033 , 254151 ) 
point98865 ( 780534 , 295457 ) 
point78871 ( 781327 , 274628 ) 
point14663 ( 992348 , 73304 ) 
point77383 ( 770678 , 267410 ) 
point61302 ( 768702 , 299086 ) 
point38784 ( 700237 , 499035 ) 
point41537 ( 585233 , 951794 ) 
point60835 ( 783598 , 282206 ) 
point5284 ( 342841 , 252768 ) 
point9310 ( 401037 , 398441 ) 
point963 ( 455048 , 989017 ) 
point94851 ( 758595 , 255057 ) 
point25249 ( 386298 , 865263 ) 
point57268 ( 164953 , 582090 ) 
point18653 ( 68997 , 576185 ) 
point84766 ( 795446 , 267231 ) 
point4595 ( 497836 , 49829 ) 
point21914 ( 786153 , 967968 ) 
point94795 ( 768398 , 265409 ) 
point59234 ( 694588 , 944914 ) 
point90162 ( 769034 , 291505 ) 
point88983 ( 754354 , 283484 ) 
point21315 ( 102969 , 383440 ) 
point73116 ( 799441 , 262017 ) 
point16381 ( 812206 , 278501 ) 
point54303 ( 700721 , 589231 ) 
point32013 ( 148139 , 968047 ) 
point958 ( 545026 , 220570 ) 
point92239 ( 767975 , 292387 ) 
point1745 ( 631777 , 34650 ) 
point33242 ( 877010 , 651316 ) 
point97656 ( 768329 , 266859 ) 
point81370 ( 789501 , 294731 ) 
point26235 ( 738826 , 889563 ) 
point86808 ( 784321 , 279622 ) 
point75501 ( 782412 , 266099 ) 
point75828 ( 758593 , 273986 ) 
point27765 ( 590740 , 902260 ) 
point46767 ( 180451 , 855357 ) 
point29576 ( 494887 , 961308 ) 
point40885 ( 326882 , 153703 ) 
point47015 ( 557493 , 217958 ) 
point10791 ( 491223 , 935179 ) 
point28547 ( 516880 , 155396 ) 
point72045 ( 796945 , 295494 ) 
point29977 ( 800428 , 747754 ) 
point7147 ( 846553 , 78379 ) 
point5323 ( 530716 , 945283 ) 
point26259 ( 130179 , 955464 ) 
point26750 ( 454387 , 494185 ) 
point12562 ( 698066 , 238136 ) 
point37353 ( 879437 , 958204 ) 
point70842 ( 764367 , 253168 ) 
point85050 ( 793588 , 271549 ) 
point85475 ( 773942 , 264917 ) 
point49825 ( 730735 , 335135 ) 
point53861 ( 935694 , 557596 ) 
point52274 ( 557777 , 623906 ) 
point76317 ( 797596 , 282046 ) 
point62950 ( 793925 , 271120 ) 
point56682 ( 801071 , 112974 ) 
point11558 ( 44999 , 370003 ) 
point81904 ( 753680 , 263925 ) 
point18104 ( 727006 , 882356 ) 
point972 ( 262555 , 548364 ) 
point32248 ( 792225 , 679896 ) 
point27297 ( 13708 , 729840 ) 
point29271 ( 600238 , 254477 ) 
point66419 ( 771043 , 251881 ) 
point58611 ( 608177 , 442643 ) 
point16826 ( 27501 , 309651 ) 
point87447 ( 769882 , 269039 ) 
point1065 ( 742392 , 760552 ) 
point23534 ( 646477 , 320975 ) 
point29408 ( 957466 , 121625 ) 
point91944 ( 781617 , 250847 ) 
point57167 ( 129207 , 515254 ) 
point9434 ( 160244 , 501026 ) 
point17559 ( 29438 , 947051 ) 
point90773 ( 770528 , 266679 ) 
point9090 ( 211144 , 535805 ) 
point1651 ( 379609 , 418787 ) 
point27187 ( 843013 , 493812 ) 
point25852 ( 474302 , 322543 ) 
point28848 ( 125490 , 142131 ) 
point84281 ( 753748 , 257879 ) 
point98494 ( 796743 , 294438 ) 
point60732 ( 769354 , 261076 ) 
point74170 ( 765735 , 280561 ) 
point64544 ( 763268 , 279412 ) 
point1275 ( 476561 , 962047 ) 
point9038 ( 295162 , 863740 ) 
point40909 ( 359640 , 930273 ) 
point6117 ( 281002 , 673439 ) 
point74926 ( 774756 , 288300 ) 
point2518 ( 868580 , 815819 ) 
point34245 ( 207345 , 120705 ) 
point95185 ( 770455 , 273343 ) 
point30581 ( 743185 , 898766 ) 
point68875 ( 767790 , 290178 ) 
point2001 ( 2393 , 24571 ) 
point96619 ( 767225 , 286192 ) 
point87391 ( 757011 , 255617 ) 
point1350 ( 933694 , 852221 ) 
point36074 ( 55345 , 609428 ) 
point33011 ( 573748 , 747002 ) 
point30092 ( 625383 , 109682 ) 
point56535 ( 84734 , 847325 ) 
point18346 ( 558047 , 35653 ) 
point54627 ( 319601 , 486412 ) 
point32051 ( 190307 , 745408 ) 
point33740 ( 798179 , 865212 ) 
point28677 ( 501235 , 988519 ) 
point3411 ( 308932 , 37866 ) 
point10351 ( 106841 , 698055 ) 
point95051 ( 796023 , 288159 ) 
point58741 ( 249442 , 800062 ) 
point97142 ( 789200 , 267854 ) 
point81905 ( 751872 , 252510 ) 
point1638 ( 875176 , 923552 ) 
point33090 ( 63709 , 14320 ) 
point34234 ( 856946 , 945626 ) 
point3567 ( 131283 , 782440 ) 
point3689 ( 531780 , 363328 ) 
point45815 ( 97591 , 586308 ) 
point17611 ( 114381 , 130386 ) 
point24282 ( 927449 , 552457 ) 
point56008 ( 225373 , 761035 ) 
point93911 ( 761276 , 292220 ) 
point13158 ( 71253 , 972168 ) 
point23521 ( 158419 , 578744 ) 
point61114 ( 790603 , 269697 ) 
point70714 ( 793604 , 295696 ) 
point778 ( 157506 , 441935 ) 
point90252 ( 775454 , 250035 ) 
point7675 ( 587347 , 644267 ) 
point7179 ( 877218 , 578491 ) 
point82318 ( 790028 , 258549 ) 
point70943 ( 775812 , 285452 ) 
point87271 ( 757289 , 271695 ) 
point83923 ( 783622 , 275347 ) 
point87904 ( 785866 , 256577 ) 
point97898 ( 788232 , 279496 ) 
point2353 ( 628824 , 304160 ) 
point42597 ( 331798 , 894074 ) 
point47166 ( 444263 , 904016 ) 
point60638 ( 776300 , 259650 ) 
point27039 ( 926007 , 642972 ) 
point41864 ( 46600 , 404255 ) 
point93038 ( 767662 , 251699 ) 
point17168 ( 837499 , 817365 ) 
point86024 ( 795370 , 267538 ) 
point37651 ( 514165 , 867242 ) 
point52287 ( 727901 , 189547 ) 
point37758 ( 539589 , 862822 ) 
point59049 ( 585007 , 463752 ) 
point10434 ( 106654 , 873018 ) 
point34312 ( 625860 , 249356 ) 
point74320 ( 794298 , 269901 ) 
point95910 ( 793972 , 277350 ) 
point57536 ( 911332 , 87701 ) 
point38356 ( 589453 , 832562 ) 
point76714 ( 772237 , 262542 ) 
point20999 ( 158153 , 713880 ) 
point39783 ( 701711 , 996691 ) 
point28946 ( 316034 , 821704 ) 
point90964 ( 754349 , 252684 ) 
point15689 ( 821303 , 73691 ) 
point41999 ( 153709 , 905452 ) 
point96088 ( 759264 , 276760 ) 
point32851 ( 800924 , 550144 ) 
point23396 ( 492351 , 511866 ) 
point68447 ( 760112 , 270913 ) 
point60478 ( 766788 , 256585 ) 
point70139 ( 752090 , 284319 ) 
point30267 ( 379691 , 472376 ) 
point94356 ( 785045 , 283163 ) 
point43299 ( 49309 , 560013 ) 
point87589 ( 762679 , 278661 ) 
point39346 ( 682379 , 493524 ) 
point72675 ( 781056 , 257285 ) 
point9950 ( 224425 , 728176 ) 
point93189 ( 757280 , 293661 ) 
point21950 ( 165411 , 25058 ) 
point54145 ( 387722 , 153061 ) 
point6443 ( 716747 , 275733 ) 
point79153 ( 793271 , 263019 ) 
point16473 ( 188290 , 121840 ) 
point41163 ( 654851 , 505434 ) 
point96887 ( 784932 , 297638 ) 
point29108 ( 764124 , 574854 ) 
point54810 ( 176243 , 390864 ) 
point22665 ( 637277 , 878427 ) 
point35795 ( 903923 , 180802 ) 
point14475 ( 716307 , 624906 ) 
point34869 ( 744189 , 618606 ) 
point14957 ( 220848 , 113225 ) 
point51865 ( 510213 , 186179 ) 
point59296 ( 186347 , 120359 ) 
point34709 ( 73296 , 673326 ) 
point38764 ( 443801 , 971862 ) 
point13420 ( 404644 , 763779 ) 
point2156 ( 618746 , 645386 ) 
point5870 ( 241269 , 605736 ) 
point48917 ( 430934 , 488911 ) 
point72684 ( 785993 , 289671 ) 
point70304 ( 754500 , 290003 ) 
point4796 ( 217186 , 755404 ) 
point98329 ( 793927 , 261564 ) 
point26916 ( 73881 , 188913 ) 
point17499 ( 193148 , 869835 ) 
point32840 ( 745041 , 506224 ) 
point46385 ( 353574 , 834289 ) 
point40188 ( 824950 , 16073 ) 
point24705 ( 907329 , 240737 ) 
point83066 ( 764171 , 293494 ) 
point65466 ( 771168 , 258575 ) 
point93939 ( 765702 , 262654 ) 
point78316 ( 763669 , 288921 ) 
point3899 ( 869417 , 527138 ) 
point75918 ( 761229 , 258911 ) 
point75648 ( 764270 , 284049 ) 
point41832 ( 901194 , 970645 ) 
point17895 ( 165344 , 357195 ) 
point53498 ( 254486 , 694233 ) 
point30536 ( 485008 , 327241 ) 
point3373 ( 845413 , 353747 ) 
point88978 ( 774668 , 252950 ) 
point46893 ( 467001 , 352592 ) 
point67273 ( 778377 , 297890 ) 
point28247 ( 492638 , 842207 ) 
point90854 ( 778162 , 270757 ) 
point57653 ( 46462 , 856329 ) 
point94557 ( 767986 , 276038 ) 
point25174 ( 497739 , 452852 ) 
point3669 ( 133139 , 787768 ) 
point37600 ( 418731 , 977594 ) 
point16096 ( 490085 , 778074 ) 
point73425 ( 777250 , 261176 ) 
point70411 ( 756145 , 291922 ) 
point50298 ( 194934 , 62601 ) 
point67093 ( 782266 , 281799 ) 
point35494 ( 788764 , 150742 ) 
point97748 ( 769429 , 261845 ) 
point43196 ( 646182 , 992382 ) 
point60250 ( 787483 , 275434 ) 
point31244 ( 3282 , 350108 ) 
point29361 ( 529069 , 159356 ) 
point38695 ( 717188 , 491115 ) 
point94455 ( 751005 , 262372 ) 
point91533 ( 769834 , 271824 ) 
point93932 ( 777833 , 285810 ) 
point35623 ( 10163 , 576679 ) 
point27858 ( 867504 , 963423 ) 
point78590 ( 755988 , 286929 ) 
point90999 ( 789067 , 296664 ) 
point66723 ( 759623 , 294940 ) 
point88108 ( 795229 , 294871 ) 
point81459 ( 777872 , 258272 ) 
point20410 ( 34669 , 931886 ) 
point12835 ( 855513 , 184269 ) 
point92304 ( 795497 , 281532 ) 
point13724 ( 859933 , 167011 ) 
point14690 ( 212937 , 433419 ) 
point39713 ( 581447 , 84058 ) 
point92042 ( 761184 , 293874 ) 
point73937 ( 766938 , 271463 ) 
point55930 ( 755641 , 97521 ) 
point98639 ( 787683 , 253491 ) 
point64753 ( 776545 , 254763 ) 
point32352 ( 957975 , 800590 ) 
point59767 ( 636425 , 319670 ) 
point49519 ( 630100 , 588084 ) 
point74862 ( 782537 , 288691 ) 
point56056 ( 261321 , 337881 ) 
point16383 ( 872483 , 499579 ) 
point17853 ( 895940 , 23342 ) 
point39580 ( 229833 , 351638 ) 
point91837 ( 780909 , 263472 ) 
point71590 ( 765951 , 265568 ) 
point19807 ( 149809 , 327384 ) 
point4882 ( 517852 , 609761 ) 
point8199 ( 779036 , 225770 ) 
point69659 ( 790523 , 256487 ) 
point32530 ( 169760 , 444291 ) 
point35769 ( 750724 , 158583 ) 
point35945 ( 472827 , 705645 ) 
point16520 ( 730748 , 729053 ) 
point4768 ( 354683 , 286779 ) 
point43846 ( 454357 , 468272 ) 
point70076 ( 752168 , 262834 ) 
point42191 ( 958679 , 454311 ) 
point96744 ( 772326 , 261823 ) 
point26089 ( 656172 , 969974 ) 
point69863 ( 789251 , 278427 ) 
point17849 ( 50766 , 538247 ) 
point4231 ( 474588 , 825 ) 
point63457 ( 767160 , 299256 ) 
point59647 ( 492295 , 246215 ) 
point48311 ( 538615 , 185013 ) 
point96091 ( 750933 , 288774 ) 
point82449 ( 757756 , 274557 ) 
point83136 ( 778326 , 293323 ) 
point46216 ( 478549 , 747200 ) 
point62229 ( 799327 , 273793 ) 
point11287 ( 651855 , 416405 ) 
point3159 ( 81089 , 995766 ) 
point889 ( 215545 , 668119 ) 
point25133 ( 243546 , 862076 ) 
point19303 ( 687945 , 351886 ) 
point65956 ( 792178 , 298902 ) 
point86633 ( 769869 , 295068 ) 
point78614 ( 783040 , 292496 ) 
point32828 ( 922654 , 36771 ) 
point36682 ( 507005 , 56373 ) 
point80500 ( 762228 , 289902 ) 
point55852 ( 257696 , 380057 ) 
point15148 ( 782504 , 937746 ) 
point94794 ( 796126 , 287397 ) 
point39696 ( 274481 , 485522 ) 
point32274 ( 837873 , 652715 ) 
point56965 ( 495539 , 763770 ) 
point49121 ( 495424 , 995042 ) 
point7274 ( 793623 , 476248 ) 
point55381 ( 210344 , 91170 ) 
point43626 ( 650015 , 92920 ) 
point84480 ( 768947 , 280542 ) 
point20280 ( 948123 , 970987 ) 
point17462 ( 972989 , 448618 ) 
point28698 ( 457391 , 9895 ) 
point83023 ( 796580 , 276005 ) 
point84590 ( 793514 , 264390 ) 
point37342 ( 26066 , 701537 ) 
point21936 ( 980359 , 111279 ) 
point32980 ( 449546 , 750967 ) 
point49942 ( 97621 , 337872 ) 
point66548 ( 791350 , 285077 ) 
point55864 ( 219344 , 191873 ) 
point87720 ( 782464 , 267459 ) 
point19433 ( 491445 , 938795 ) 
point16076 ( 557962 , 47286 ) 
point91012 ( 754438 , 298453 ) 
point119 ( 915478 , 698896 ) 
point71225 ( 778573 , 271743 ) 
point1290 ( 9829 , 608810 ) 
point2089 ( 887213 , 769162 ) 
point59420 ( 292327 , 734491 ) 
point27010 ( 606658 , 685608 ) 
point7638 ( 163002 , 593212 ) 
point40048 ( 313338 , 575136 ) 
point11755 ( 140195 , 150734 ) 
point9930 ( 265937 , 363028 ) 
point78079 ( 796014 , 284227 ) 
point60142 ( 782801 , 296945 ) 
point48417 ( 277 , 26279 ) 
point33020 ( 412783 , 147444 ) 
point64696 ( 779884 , 290256 ) 
point32137 ( 283770 , 800409 ) 
point67851 ( 767180 , 250434 ) 
point12392 ( 224935 , 568438 ) 
point96733 ( 779938 , 295266 ) 
point45258 ( 164152 , 404485 ) 
point32170 ( 182825 , 361841 ) 
point51254 ( 559365 , 762603 ) 
point84375 ( 752930 , 299870 ) 
point81265 ( 752272 , 278072 ) 
point63921 ( 767616 , 290326 ) 
point83772 ( 761454 , 274775 ) 
point19648 ( 945924 , 822374 ) 
point80468 ( 757692 , 289674 ) 
point27609 ( 30858 , 54450 ) 
point27789 ( 645920 , 375580 ) 
point74292 ( 762091 , 279789 ) 
point87094 ( 767391 , 272417 ) 
point80172 ( 797737 , 298761 ) 
point79386 ( 780982 , 284458 ) 
point30251 ( 128730 , 28108 ) 
point89352 ( 754496 , 268678 ) 
point33234 ( 581088 , 359507 ) 
point21373 ( 346082 , 37599 ) 
point12043 ( 258919 , 892279 ) 
point17350 ( 222383 , 741562 ) 
